,Symbol,Name,EV/EBIT, MV , TDebt , EBIT 
525,CHE,CHEMED CORPORATION,18.18828423," 3,162,877,952.00 "," 125,000,000.00 "," 180,769,000.00 "
2150,PNR,PENTAIR PLC,18.18961628," 11,204,513,792.00 "," 1,699,200,000.00 "," 709,400,000.00 "
1348,IBKC,IBERIABANK CORP,18.1988319," 3,963,057,664.00 "," 1,279,862,016.00 "," 288,091,000.00 "
1857,NEWM,NEW MEDIA INVT GROUP INC,18.20802171," 730,605,312.00 "," 342,885,024.00 "," 58,957,000.00 "
942,EVTC,EVERTEC INC,18.21837258," 1,306,482,304.00 "," 661,356,992.00 "," 108,014,000.00 "
1601,LMT,LOCKHEED MARTIN CORP,18.21911909," 86,814,892,032.00 "," 14,282,999,808.00 "," 5,549,000,000.00 "
1541,L,LOEWS CORP,18.22477357," 15,540,867,072.00 "," 11,285,999,616.00 "," 1,472,000,000.00 "
997,FELE,FRANKLIN ELECTRIC CO,18.22554562," 1,785,250,688.00 "," 271,411,008.00 "," 112,845,000.00 "
2107,PH,PARKER HANNIFIN CORP,18.2287568," 21,310,119,936.00 "," 5,870,360,064.00 "," 1,491,077,000.00 "
809,DRH,DIAMONDROCK HOSPITALITY,18.25595776," 2,140,258,944.00 "," 943,720,000.00 "," 168,930,000.00 "
387,BPFH,BOSTON PRIVATE FINANCIAL,18.27271847," 1,231,810,048.00 "," 811,755,968.00 "," 111,837,000.00 "
2010,ORA,ORMAT TECHNOLOGIES INC,18.28489581," 2,874,334,208.00 "," 937,646,016.00 "," 208,477,000.00 "
2076,PEBK,PEOPLES BANCORP N C INC,18.28746812," 164,111,856.00 "," 90,596,000.00 "," 13,928,000.00 "
1961,OB,ONEBEACON INSURANCE GRP,18.31033231," 1,726,188,288.00 "," 273,300,000.00 "," 109,200,000.00 "
2104,PGR,PROGRESSIVE CORP,18.32587882," 26,150,586,368.00 "," 3,383,399,936.00 "," 1,611,600,000.00 "
2904,WLH,WILLIAM LYON HOMES,18.33824928," 764,162,688.00 "," 1,121,321,088.00 "," 102,817,000.00 "
1951,NYCB,NEW YORK CMNTY BANCORP,18.34929247," 5,863,973,376.00 "," 12,367,736,832.00 "," 993,592,000.00 "
853,EFSC,ENTERPRISE FINL SERVICES,18.35564743," 886,901,376.00 "," 539,828,032.00 "," 77,727,000.00 "
454,CASY,CASEYS GENERAL STORES,18.3606326," 4,027,598,080.00 "," 923,676,992.00 "," 269,668,000.00 "
634,CPB,CAMPBELL SOUP CO,18.37828594," 14,306,183,168.00 "," 3,412,000,000.00 "," 964,000,000.00 "
1156,GMED,GLOBUS MEDICAL INC,18.37875856," 2,890,592,768.00 ", -   ," 157,279,000.00 "
1629,LSTR,LANDSTAR SYSTEMS INC,18.38534815," 3,951,407,360.00 "," 153,140,000.00 "," 223,251,000.00 "
1579,LHCG,LHC GROUP INC,18.38558969," 1,199,658,368.00 "," 84,667,000.00 "," 69,855,000.00 "
1087,FSB,FRANKLIN FINANCIAL NTWK,18.41008074," 420,547,264.00 "," 387,508,000.00 "," 43,892,000.00 "
716,CVLY,CODORUS VY BANCORP INC,18.41711474," 214,372,896.00 "," 171,834,000.00 "," 20,970,000.00 "
2077,PEBO,PEOPLES BANCORP INC,18.4274076," 558,331,776.00 "," 361,545,984.00 "," 49,919,000.00 "
1132,GFF,GRIFFON CORP,18.4318198," 927,237,760.00 "," 997,376,000.00 "," 104,418,000.00 "
2400,SFBS,SERVISFIRST BANCSHARES,18.446035," 1,792,813,568.00 "," 355,300,992.00 "," 116,454,000.00 "
2156,POR,PORTLAND GEN ELEC CO,18.45375423," 4,201,082,624.00 "," 2,350,000,128.00 "," 355,000,000.00 "
258,AVY,AVERY DENNISON CORP,18.45665704," 8,190,924,800.00 "," 1,720,300,032.00 "," 537,000,000.00 "
1354,ICBK,COUNTY BANCORP INC,18.47017477," 200,629,440.00 "," 150,230,000.00 "," 18,996,000.00 "
1390,INDB,INDEPENDENT BANK MA,18.48643592," 1,872,582,016.00 "," 340,761,984.00 "," 119,728,000.00 "
1875,NKE,NIKE INC,18.50219587," 86,599,729,152.00 "," 3,801,999,872.00 "," 4,886,000,000.00 "
2554,SWK,STANLEY BLACK & DECKER,18.50795195," 21,828,896,768.00 "," 4,463,499,776.00 "," 1,420,600,000.00 "
1124,GEF,GREIF INC,18.52268053," 2,806,817,280.00 "," 1,127,400,064.00 "," 212,400,000.00 "
1232,HBI,HANESBRAND INC,18.54082416," 9,195,805,696.00 "," 4,225,730,048.00 "," 723,891,000.00 "
436,CAG,CONAGRA BRANDS INC,18.55343062," 14,165,523,456.00 "," 2,996,399,872.00 "," 925,000,000.00 "
1754,MOH,MOLINA HEALTHCARE INC,18.56431017," 3,692,678,912.00 "," 1,988,000,000.00 "," 306,000,000.00 "
2598,TECD,TECH DATA CORP,18.58690576," 3,170,774,528.00 "," 2,285,801,984.00 "," 293,571,000.00 "
2866,WBA,WALGREENS BOOTS ALLIANCE,18.58909052," 87,491,379,200.00 "," 19,210,000,384.00 "," 5,740,000,000.00 "
1465,JLL,JONES LANG LASALLE INC,18.5949071," 5,410,278,912.00 "," 2,187,600,128.00 "," 408,600,000.00 "
1546,LANC,LANCASTER COLONY CORP,18.59650621," 3,263,984,384.00 ", -   ," 175,516,000.00 "
2345,RYN,RAYONIER INC,18.60610441," 3,687,439,616.00 "," 1,071,573,952.00 "," 255,777,000.00 "
555,CL,COLGATE PALMOLIVE CO,18.60937924," 63,041,859,584.00 "," 6,520,000,000.00 "," 3,738,000,000.00 "
1526,KRA,KRATON CORPORATION,18.61334262," 1,011,516,096.00 "," 1,810,973,952.00 "," 151,638,000.00 "
2576,TAST,CARROLS RESTAURANT GRP,18.62447325," 382,615,936.00 "," 282,315,008.00 "," 35,702,000.00 "
587,CMS,CMS ENERGY CORP,18.62491885," 13,551,963,136.00 "," 10,030,000,128.00 "," 1,266,000,000.00 "
1167,GNRC,GENERAC HOLDINGS INC,18.64518195," 2,709,166,336.00 "," 1,037,582,976.00 "," 200,950,000.00 "
789,DLTH,DULUTH HOLDINGS INC,18.64555016," 651,684,352.00 "," 5,534,000.00 "," 35,248,000.00 "
2775,USLM,UNITED STATES LIME & MIN,18.65900369," 445,278,464.00 ", -   ," 23,864,000.00 "
1294,HON,HONEYWELL INTERNATIONAL,18.67003291," 103,855,702,016.00 "," 16,510,000,128.00 "," 6,447,000,000.00 "
262,AWR,AMERICAN STATES WATER CO,18.68542093," 1,810,985,984.00 "," 365,304,992.00 "," 116,470,000.00 "
2801,VFC,V F CORP,18.69157375," 24,943,761,408.00 "," 3,286,514,944.00 "," 1,510,321,000.00 "
781,DISH,DISH NETWORK CORP,18.69304578," 26,852,667,392.00 "," 17,248,026,624.00 "," 2,359,455,000.00 "
2820,VNO,VORNADO REALTY TRUST,18.69884272," 15,018,502,144.00 "," 10,893,157,376.00 "," 1,385,736,000.00 "
1041,FMBH,FIRST MID ILL BANCSHARES,18.70769467," 437,861,376.00 "," 223,624,000.00 "," 35,359,000.00 "
841,ECOL,US ECOLOGY INC,18.7604422," 1,082,668,800.00 "," 279,676,992.00 "," 72,618,000.00 "
1497,KFY,KORN FERRY INTERNATIONAL,18.76116508," 1,919,540,992.00 "," 256,923,008.00 "," 116,009,000.00 "
1467,JNJ,JOHNSON & JOHNSON,18.78139524," 350,718,263,296.00 "," 34,844,999,680.00 "," 20,529,000,000.00 "
1581,LII,LENNOX INTERNATIONAL INC,18.79232581," 6,886,162,432.00 "," 1,188,899,968.00 "," 429,700,000.00 "
2928,WRI,WEINGARTEN RLTY INVS,18.79387979," 4,212,110,336.00 "," 2,291,474,176.00 "," 346,048,000.00 "
2717,TXRH,TEXAS ROADHOUSE INC,18.79903955," 3,199,973,632.00 "," 52,467,000.00 "," 173,011,000.00 "
1413,IPAR,INTER PARFUMS INC,18.80180978," 1,235,965,824.00 "," 69,143,000.00 "," 69,414,000.00 "
720,CVTI,COVENANT TRANS GRP INC,18.83057906," 460,118,528.00 "," 207,369,008.00 "," 35,447,000.00 "
489,CCS,CENTURY COMMUNITIES INC,18.85710211," 592,072,448.00 "," 787,400,000.00 "," 73,154,000.00 "
1708,MGEE,MGE ENERGY INC,18.87224863," 2,208,377,088.00 "," 394,842,016.00 "," 137,939,000.00 "
1458,JCOM,J2 GLOBAL INC,18.87230331," 3,528,059,136.00 "," 1,243,028,992.00 "," 252,809,000.00 "
413,BURL,BURLINGTON STORES INC,18.88679805," 6,075,743,232.00 "," 1,278,265,984.00 "," 389,373,000.00 "
800,DOOR,MASONITE INTL CORP,18.88757455," 1,915,960,832.00 "," 476,736,000.00 "," 126,681,000.00 "
2149,PNM,PNM RESOURCES INC,18.88998501," 3,369,347,328.00 "," 2,747,362,048.00 "," 323,807,000.00 "
1001,FFBC,FIRST FINANCIAL BANCORP,18.89512632," 1,463,691,264.00 "," 1,208,022,912.00 "," 141,397,000.00 "
1285,HMTV,HEMISPHERE MEDIA GROUP,18.89580971," 547,508,992.00 "," 208,758,000.00 "," 40,023,000.00 "
787,DLPH,DELPHI AUTOMOTIVE PLC,18.90015939," 25,809,152,000.00 "," 4,072,000,000.00 "," 1,581,000,000.00 "
1104,GABC,GERMAN AMERICAN BANCORP,18.90487749," 725,486,208.00 "," 265,204,992.00 "," 52,404,000.00 "
52,ADP,AUTOMATIC DATA PROCESS,18.93433169," 47,450,361,856.00 "," 2,002,400,000.00 "," 2,611,100,000.00 "
91,AHP,ASHFORD HOSP PRIME,18.95858462," 358,957,504.00 "," 907,001,984.00 "," 66,775,000.00 "
951,EXP,EAGLE MATERIALS INC,18.95869819," 4,922,061,824.00 "," 661,635,008.00 "," 294,519,000.00 "
523,CHD,CHURCH & DWIGHT INC,18.97016305," 12,390,616,064.00 "," 1,523,400,064.00 "," 733,600,000.00 "
1849,NEE,NEXTERA ENERGY INC,18.99068439," 69,563,940,864.00 "," 34,524,000,256.00 "," 5,481,000,000.00 "
2616,THG,HANOVER INSURANCE GROUP,18.99884013," 3,909,813,248.00 "," 786,700,032.00 "," 247,200,000.00 "
2124,PKG,PACKAGING CORP OF AMER,19.0030053," 10,448,769,024.00 "," 2,634,800,128.00 "," 688,500,000.00 "
1403,INT,WORLD FUEL SVCS CORP,19.00990623," 2,378,695,936.00 "," 1,067,800,064.00 "," 181,300,000.00 "
1676,MCFT,MCBC HOLDINGS INC,19.02925265," 331,206,144.00 "," 45,535,000.00 "," 19,798,000.00 "
481,CCL,CARNIVAL CORP,19.03004621," 48,612,671,488.00 "," 9,447,999,488.00 "," 3,051,000,000.00 "
1941,NWN,NORTHWEST NATURAL GAS CO,19.03234027," 1,920,380,800.00 "," 720,108,992.00 "," 138,737,000.00 "
518,CFR,CULLEN FROST BANKERS,19.04356517," 5,401,725,952.00 "," 1,191,899,008.00 "," 346,239,000.00 "
2857,WAB,WABTEC CORP,19.05017048," 6,690,112,512.00 "," 1,985,297,024.00 "," 455,398,000.00 "
524,CHDN,CHURCHILL DOWNS INC,19.06189537," 2,965,609,472.00 "," 1,071,699,968.00 "," 211,800,000.00 "
2447,SLD,SUTHERLAND ASSET MGMT,19.06685994," 517,097,888.00 "," 1,827,878,016.00 "," 122,987,000.00 "
408,BSTC,BIOSPECIFICS TECHNO CORP,19.07437144," 331,417,280.00 ", -   ," 17,375,004.00 "
2881,WERN,WERNER ENTERPRISES INC,19.0845488," 2,406,697,472.00 "," 75,000,000.00 "," 130,037,000.00 "
1314,HSIC,SCHEIN HENRY INC,19.08623257," 13,632,416,768.00 "," 1,402,343,040.00 "," 787,728,000.00 "
2483,SP,SP PLUS CORPORATION,19.09100543," 829,259,584.00 "," 169,200,000.00 "," 52,300,000.00 "
1834,NBTB,NBT BANCORP INC,19.09235793," 1,399,304,064.00 "," 1,024,298,944.00 "," 126,941,000.00 "
2146,PNC,PNC FINANCIAL SVCS GROUP,19.10269846," 59,210,817,536.00 "," 57,009,999,872.00 "," 6,084,000,000.00 "
236,ATO,ATMOS ENERGY CORP,19.10320306," 9,296,685,056.00 "," 3,434,167,040.00 "," 666,425,000.00 "
579,CME,CME GROUP INC,19.1203769," 43,869,040,640.00 "," 2,232,100,096.00 "," 2,411,100,000.00 "
1929,NVEC,NVE CORP,19.13485785," 365,399,456.00 ", -   ," 19,096,011.00 "
1042,FMBI,FIRST MIDWEST BANCORP,19.14137192," 2,153,367,552.00 "," 857,531,968.00 "," 157,298,000.00 "
644,CPT,CAMDEN PROPERTY TRUST,19.14438131," 8,228,304,896.00 "," 2,303,899,904.00 "," 550,146,000.00 "
431,CAC,CAMDEN NATIONAL CORP,19.14907962," 599,728,704.00 "," 653,770,048.00 "," 65,460,000.00 "
640,CPRT,COPART INC,19.15875125," 7,469,634,560.00 "," 566,905,984.00 "," 419,471,000.00 "
1078,FRGI,FIESTA RESTAURANT GROUP,19.1657091," 457,538,432.00 "," 64,133,004.00 "," 27,219,000.00 "
1682,MCRN,MILACRON HOLDINGS CORP,19.16789515," 1,084,329,728.00 "," 939,800,000.00 "," 105,600,000.00 "
1978,OGS,ONE GAS INC,19.17526787," 3,887,775,488.00 "," 1,271,848,064.00 "," 269,077,000.00 "
1362,IDA,IDACORP INC,19.18074512," 4,521,313,792.00 "," 1,745,917,952.00 "," 326,746,000.00 "
358,BLD,TOPBUILD CORP,19.18108017," 2,086,333,056.00 "," 247,922,000.00 "," 121,881,000.00 "
600,CNP,CENTERPOINT ENERGY INC,19.18416703," 12,689,346,560.00 "," 8,700,999,680.00 "," 1,115,000,000.00 "
426,C,CITIGROUP INC,19.18654616," 183,744,593,920.00 "," 468,367,998,976.00 "," 33,988,000,000.00 "
391,BR,BROADRIDGE FINANCIAL INC,19.21401055," 9,096,696,832.00 "," 1,102,099,968.00 "," 530,800,000.00 "
2373,SBUX,STARBUCKS CORP,19.24197176," 78,418,214,912.00 "," 3,935,500,032.00 "," 4,279,900,000.00 "
1055,FNLC,FIRST BANCORP INC,19.25397121," 280,843,872.00 "," 282,277,024.00 "," 29,247,000.00 "
2850,VVI,VIAD CORP,19.26773206," 1,119,450,112.00 "," 241,372,000.00 "," 70,627,000.00 "
2593,TDG,TRANSDIGM GROUP INC,19.27227044," 12,999,946,240.00 "," 11,128,281,088.00 "," 1,251,966,000.00 "
1456,JCAP,JERNIGAN CAP INC,19.27229756," 274,680,608.00 "," 20,147,000.00 "," 15,298,000.00 "
2186,PSMT,PRICESMART INC,19.28394157," 2,519,112,192.00 "," 125,314,000.00 "," 137,131,000.00 "
473,CBU,COMMUNITY BANK SYSTEMS,19.28559051," 2,562,126,080.00 "," 495,855,008.00 "," 158,563,000.00 "
1979,OHI,OMEGA HEALTHCARE INVS,19.30483356," 6,378,773,504.00 "," 4,429,886,976.00 "," 559,894,000.00 "
2082,PEIX,PACIFIC ETHANOL INC,19.31109372," 228,654,912.00 "," 214,554,000.00 "," 22,951,000.00 "
2693,TTC,TORO CO,19.31762312," 6,425,378,304.00 "," 331,848,992.00 "," 349,796,000.00 "
908,ERIE,ERIE INDEMNITY CO,19.32280527," 6,137,265,664.00 "," 49,742,000.00 "," 320,192,000.00 "
206,ARNC,ARCONIC INC,19.34560203," 10,827,311,104.00 "," 6,844,000,256.00 "," 913,000,000.00 "
1912,NTAP,NETAPP INC,19.35052377," 10,480,098,304.00 "," 2,388,000,000.00 "," 665,000,000.00 "
1107,GBCI,GLACIER BANCORP INC,19.35468384," 2,521,021,440.00 "," 808,409,984.00 "," 172,022,000.00 "
2908,WM,WASTE MGMT INC,19.36166482," 33,499,938,816.00 "," 9,057,000,448.00 "," 2,198,000,000.00 "
38,ACNB,ACNB CORP,19.37998025," 187,307,440.00 "," 126,687,000.00 "," 16,202,000.00 "
1099,FULT,FULTON FINANCIAL CORP,19.39235607," 2,991,491,072.00 "," 1,776,779,008.00 "," 245,884,000.00 "
2915,WMS,ADVANCED DRAINAGE SYSTEM,19.39493334," 1,107,684,224.00 "," 488,480,000.00 "," 82,298,000.00 "
1407,INVA,INNOVIVA INC,19.43885665," 1,522,325,888.00 "," 653,892,992.00 "," 111,952,000.00 "
1158,GMS,GMS INC,19.46647532," 1,369,247,360.00 "," 594,920,000.00 "," 100,900,000.00 "
158,AMTD,TD AMERITRADE HOLDING,19.48802253," 23,113,412,608.00 "," 2,560,999,936.00 "," 1,318,000,000.00 "
1836,NCBS,NICOLET BANKSHARES INC,19.50503573," 527,057,856.00 "," 63,067,000.00 "," 30,255,000.00 "
2553,SWFT,SWIFT TRANSN CO,19.50591576," 3,854,016,256.00 "," 935,992,960.00 "," 245,567,000.00 "
2001,ONB,OLD NATIONAL BANCORP,19.51185172," 2,161,480,192.00 "," 2,278,909,952.00 "," 227,574,000.00 "
1841,NCOM,NATIONAL COMM CORP,19.51357818," 554,377,728.00 "," 32,298,000.00 "," 30,065,000.00 "
1881,NLSN,NIELSEN HOLDINGS PLC,19.51816411," 13,899,370,496.00 "," 8,527,000,064.00 "," 1,149,000,000.00 "
1031,FLIR,FLIR SYSTEMS INC,19.51840766," 5,232,655,360.00 "," 506,303,008.00 "," 294,028,000.00 "
2100,PG,PROCTER & GAMBLE CO,19.53279015," 236,436,946,944.00 "," 31,591,999,488.00 "," 13,722,000,000.00 "
1325,HTH,HILLTOP HOLDINGS INC,19.53969556," 2,138,592,640.00 "," 3,214,990,848.00 "," 273,985,000.00 "
628,COST,COSTCO WHOLESALE CORP,19.54873812," 69,363,392,512.00 "," 3,979,000,064.00 "," 3,752,000,000.00 "
803,DOW,DOW CHEMICAL CO,19.55118091," 81,542,275,072.00 "," 21,511,999,488.00 "," 5,271,000,000.00 "
2721,UA,UNDER ARMOUR CLASS C,19.5517412," 7,153,702,912.00 "," 954,716,992.00 "," 414,716,000.00 "
698,CTXS,CITRIX SYSTEMS INC,19.62965837," 11,592,108,032.00 "," 1,397,092,096.00 "," 661,713,000.00 "
637,CPK,CHESAPEAKE UTILITIES,19.64207356," 1,283,852,672.00 "," 359,304,992.00 "," 83,655,000.00 "
2155,POOL,POOL CORP,19.6435302," 4,185,824,000.00 "," 555,692,032.00 "," 241,378,000.00 "
916,ESL,ESTERLINE TECHNOLOGIES,19.66611581," 2,573,345,024.00 "," 780,239,040.00 "," 170,526,000.00 "
1134,GGP,GGP INC,19.6800908," 18,725,414,912.00 "," 12,707,704,832.00 "," 1,597,204,000.00 "
1637,LULU,LULULEMON ATHLETICA INC,19.69261449," 8,324,639,232.00 ", -   ," 422,729,000.00 "
2086,PERY,ELLIS PERRY INTL INC,19.70197749," 356,476,800.00 "," 82,897,000.00 "," 22,301,000.00 "
1114,GCBC,GREENE COUNTY BANCORP,19.70985011," 206,613,424.00 "," 29,550,000.00 "," 11,982,000.00 "
2880,WEN,THE WENDY'S COMPANY,19.71419041," 3,510,635,520.00 "," 2,728,748,032.00 "," 316,492,000.00 "
606,COBZ,COBIZ FINANCIAL INC,19.73270294," 691,560,896.00 "," 392,908,992.00 "," 54,958,000.00 "
418,BWFG,BANKWELL FINL GROUP INC,19.74728063," 257,401,424.00 "," 175,222,000.00 "," 21,908,000.00 "
2949,WWD,WOODWARD INC,19.75127759," 4,311,170,048.00 "," 691,078,016.00 "," 253,262,000.00 "
1779,MSEX,MIDDLESEX WATER CO,19.75502942," 626,064,512.00 "," 159,593,008.00 "," 39,770,000.00 "
2027,OTTR,OTTER TAIL CORP,19.77204," 1,663,388,672.00 "," 590,702,976.00 "," 114,004,000.00 "
1872,NI,NISOURCE INC,19.77929253," 8,730,057,728.00 "," 8,274,200,064.00 "," 859,700,000.00 "
2869,WBS,WEBSTER FINANCIAL CORP,19.80302546," 4,203,246,848.00 "," 2,866,274,816.00 "," 356,992,000.00 "
618,COMM,COMMSCOPE HOLDING CO,19.80354475," 6,324,022,784.00 "," 4,569,966,592.00 "," 550,103,000.00 "
2528,STBA,S & T BANCORP INC,19.81005768," 1,255,068,032.00 "," 756,049,024.00 "," 101,520,000.00 "
2592,TDC,TERADATA CORP,19.81576048," 4,064,072,192.00 "," 553,000,000.00 "," 233,000,000.00 "
2810,VIRT,VIRTU FINL INC,19.84860222," 3,262,820,096.00 "," 1,986,638,976.00 "," 264,475,000.00 "
2140,PLXS,PLEXUS CORP,19.8495082," 1,731,790,464.00 "," 293,435,008.00 "," 102,029,000.00 "
2890,WGL,WGL HOLDINGS INC,19.89412978," 4,316,737,024.00 "," 2,024,477,056.00 "," 318,748,000.00 "
2029,OVBC,OHIO VY BANC CORP,19.89705727," 144,005,632.00 "," 49,155,000.00 "," 9,708,000.00 "
1049,FNBG,FNB BANCORP,19.90457067," 233,096,752.00 "," 95,050,000.00 "," 16,486,000.00 "
1621,LPT,LIBERTY PROPERTY TRUST,19.92935103," 6,457,674,240.00 "," 2,734,200,832.00 "," 461,223,000.00 "
1810,MWA,MUELLER WTR PRODS INC,19.9313003," 1,918,914,816.00 "," 484,800,000.00 "," 120,600,000.00 "
1969,ODC,OIL DRI CORP OF AMERICA,19.93240177," 294,562,528.00 "," 12,237,000.00 "," 15,392,000.00 "
2088,PETS,PETMED EXPRESS INC,19.93619238," 756,060,160.00 ", -   ," 37,924,000.00 "
1936,NWE,NORTHWESTERN CORP,19.94699893," 2,893,742,592.00 "," 2,122,827,904.00 "," 251,495,000.00 "
1552,LBAI,LAKELAND BANCORP INC,19.94751239," 854,716,224.00 "," 541,091,008.00 "," 69,974,000.00 "
662,CRVL,CORVEL CORP,19.96902833," 949,507,328.00 ", -   ," 47,549,000.00 "
2141,PM,PHILIP MORRIS INTL,19.97100392," 184,239,407,104.00 "," 31,747,000,320.00 "," 10,815,000,000.00 "
2275,RHP,RYMAN HOSPITALITY PPTYS,20.00314251," 2,973,485,312.00 "," 1,560,667,008.00 "," 226,672,000.00 "
1654,MAC,MACERICH CO,20.04463034," 8,253,687,808.00 "," 4,987,514,368.00 "," 660,586,000.00 "
2547,STZ,CONSTELLATION BRANDS,20.06129679," 39,471,149,056.00 "," 9,211,599,872.00 "," 2,426,700,000.00 "
2359,SASR,SANDY SPRING BANCORP,20.06715085," 905,044,608.00 "," 797,312,000.00 "," 84,833,000.00 "
1710,MGI,MONEYGRAM INTERNATIONAL,20.11448009," 860,385,664.00 "," 911,700,032.00 "," 88,100,000.00 "
311,BDGE,BRIDGE BANCORP INC,20.11703191," 598,071,040.00 "," 694,750,016.00 "," 64,265,000.00 "
1545,LAMR,LAMAR ADVERTISING CO,20.12579265," 6,380,033,024.00 "," 2,391,854,080.00 "," 435,853,000.00 "
29,ACET,ACETO CORP,20.1347282," 312,836,672.00 "," 354,247,008.00 "," 33,131,000.00 "
701,CUBI,CUSTOMERS BANCORP INC,20.14390286," 843,867,712.00 "," 2,457,576,960.00 "," 163,893,000.00 "
819,DUK,DUKE ENERGY CORP,20.15781444," 60,888,649,728.00 "," 53,003,001,856.00 "," 5,650,000,000.00 "
2380,SCI,SERVICE CORP INTL,20.17097629," 6,496,915,968.00 "," 3,361,668,864.00 "," 488,751,000.00 "
2013,ORCL,ORACLE CORP,20.19684873," 211,012,042,752.00 "," 57,908,998,144.00 "," 13,315,000,000.00 "
1356,ICE,INTERCONTINENTAL EXCH,20.20941577," 38,705,180,672.00 "," 5,896,999,936.00 "," 2,207,000,000.00 "
465,CBL,CBL & ASSOC PPTYS INC,20.21470219," 1,658,367,360.00 "," 4,249,440,000.00 "," 292,253,000.00 "
896,EPC,EDGEWELL PERSONAL CARE,20.2271932," 4,302,472,192.00 "," 1,597,800,064.00 "," 291,700,000.00 "
2102,PGEM,PLY GEM HLDGS INC,20.23829872," 1,102,194,688.00 "," 844,932,032.00 "," 96,210,000.00 "
2550,SUP,SUPERIOR INDUSTRIES INTL,20.26329226," 368,586,592.00 "," 740,241,024.00 "," 54,721,000.00 "
1103,G,GENPACT LTD,20.28285915," 5,410,929,152.00 "," 1,275,213,952.00 "," 329,645,000.00 "
2135,PLPM,PLANET PAYMENT INC,20.3448515," 201,547,520.00 "," 196,483.00 "," 9,916,219.00 "
2832,VRSK,VERISK ANALYTICS INC,20.34678636," 13,338,908,672.00 "," 2,403,399,936.00 "," 773,700,000.00 "
2095,PFGC,PERFORMANCE FOOD GROUP,20.35047797," 3,028,611,584.00 "," 1,297,900,032.00 "," 212,600,000.00 "
104,AJX,GREAT AJAX CORP,20.36008928," 258,943,376.00 "," 850,315,008.00 ", -   
2696,TTEK,TETRA TECH INC,20.37713122," 2,462,817,792.00 "," 325,812,992.00 "," 136,851,000.00 "
2230,RAD,RITE AID CORP,20.37763378," 2,549,881,600.00 "," 7,240,267,264.00 "," 480,436,000.00 "
2352,SAIA,SAIA INC,20.38099298," 1,468,109,696.00 "," 148,368,000.00 "," 79,313,000.00 "
315,BECN,BEACON ROOFING SUPPLY,20.42486578," 2,973,296,640.00 "," 1,213,474,048.00 "," 204,984,000.00 "
1128,GEO,GEO GROUP INC,20.4356988," 3,338,851,328.00 "," 2,670,878,976.00 "," 294,080,000.00 "
818,DTE,DTE ENERGY CO,20.44329379," 20,049,074,176.00 "," 12,190,000,128.00 "," 1,577,000,000.00 "
1463,JJSF,J & J SNACK FOODS CO,20.4529613," 2,390,483,200.00 "," 1,327,000.00 "," 116,942,000.00 "
537,CHSP,CHESAPEAKE LODGING TRUST,20.45541855," 1,491,140,992.00 "," 770,225,984.00 "," 110,551,000.00 "
1745,MNRO,MONRO MUFFLER BRAKE INC,20.47755436," 1,598,572,288.00 "," 392,747,008.00 "," 97,244,000.00 "
802,DOV,DOVER CORP,20.49573266," 13,391,565,824.00 "," 3,532,436,992.00 "," 825,733,000.00 "
2868,WBMD,WEBMD HEALTH CORP,20.5242337," 2,469,574,912.00 "," 1,046,842,048.00 "," 171,330,000.00 "
948,EXC,EXELON CORP,20.53427055," 36,051,304,448.00 "," 36,331,999,232.00 "," 3,525,000,000.00 "
1847,NDSN,NORDSON CORP,20.55672559," 6,316,120,576.00 "," 1,697,219,968.00 "," 389,816,000.00 "
1472,JPM,JPMORGAN CHASE & CO,20.58396382," 317,051,142,144.00 "," 595,929,989,120.00 "," 44,354,000,000.00 "
713,CVGW,CALAVO GROWERS INC,20.60538603," 1,210,598,400.00 "," 48,061,000.00 "," 61,084,000.00 "
1096,FTV,FORTIVE CORPORATION,20.60675267," 22,467,913,728.00 "," 3,208,100,096.00 "," 1,246,000,000.00 "
1481,KAR,KAR AUCTION SERVICES INC,20.61423084," 6,267,691,520.00 "," 3,917,799,936.00 "," 494,100,000.00 "
12,ABAX,ABAXIS INC,20.61934904," 1,053,543,168.00 "," 353,000.00 "," 51,112,000.00 "
935,EVBN,EVANS BANCORP INC,20.62440729," 188,611,312.00 "," 35,411,000.00 "," 10,862,000.00 "
1261,HHC,HOWARD HUGHES CORP,20.62662541," 4,965,491,712.00 "," 3,006,699,008.00 "," 386,500,000.00 "
835,EBIX,EBIX INC,20.63137917," 1,805,344,896.00 "," 326,020,992.00 "," 103,307,000.00 "
1184,GPRE,GREEN PLAINS INC,20.63504259," 779,901,056.00 "," 1,081,421,056.00 "," 90,202,000.00 "
2246,RDNT,RADNET INC,20.64064125," 524,657,056.00 "," 628,969,024.00 "," 55,891,000.00 "
2546,STWD,STARWOOD PPTY TRUST INC,20.66808508," 5,743,209,984.00 "," 6,798,060,032.00 ", -   
1752,MOFG,MIDWESTONE FINL GROUP,20.69615114," 398,934,048.00 "," 234,244,000.00 "," 30,594,000.00 "
204,ARMK,ARAMARK,20.69807031," 9,919,398,912.00 "," 5,527,860,736.00 "," 746,314,000.00 "
126,ALLY,ALLY FINL INC,20.70150362," 10,071,084,032.00 "," 59,899,998,208.00 "," 3,380,000,000.00 "
2477,SO,SOUTHERN CO,20.73047249," 49,254,076,416.00 "," 50,190,000,128.00 "," 4,797,000,000.00 "
2641,TMUS,T-MOBILE US INC,20.73271371," 53,012,619,264.00 "," 31,100,000,256.00 "," 4,057,000,000.00 "
